,Tree,Direction,Species,Cover.Class
2039,367,S,Privet,0
2040,367,S,Lonicera,0
2041,369,N,Buckthorn,0
2042,369,N,Rose,0
2043,369,N,Privet,0
2044,369,N,Lonicera,0
2045,369,S,Buckthorn,0
2046,369,S,Rose,0
2047,369,S,Privet,0
2048,369,S,Lonicera,0
